ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
akkadian-613_heel-1,,akkadian,613_heel,eḳbu,eqˤbu,e qˤ b u,,,394,,^ e qˤ b u $,default
ugaritic-614_hockheel-1,,ugaritic,614_hockheel,ˁḳb,ʕqˤb,ʕ qˤ b,,,394,,^ ʕ qˤ b $,default
ugaritic-615_basicstemtoacceptorperformapropertytransfertosucceedtoeffectanexchangeofgoodsintensivestemtoplaceobstaclestrapstooppose-1,,ugaritic,615_basicstemtoacceptorperformapropertytransfertosucceedtoeffectanexchangeofgoodsintensivestemtoplaceobstaclestrapstooppose,ˁḳb,ʕqˤb,ʕ qˤ b,,,394,,^ ʕ qˤ b $,default
hebrew-613_heel-1,,hebrew,613_heel,ˁāḳēb,ʕaːqˤeːb,ʕ aː qˤ eː b,,,394,,^ ʕ aː qˤ eː b $,default
hebrew-616_theverybacktheendresultwages-1,,hebrew,616_theverybacktheendresultwages,ˁēḳäb,ʕeːqˤæb,ʕ eː qˤ æ b,,,394,,^ ʕ eː qˤ æ b $,default
syriac-617_heelhoof-1,,syriac,617_heelhoof,ˁeḳbā,ʕeqˤbaː,ʕ e qˤ b aː,,,394,,^ ʕ e qˤ b aː $,default
arabic-618_tocomeaftersomebodytofollowtosucceed-1,,arabic,618_tocomeaftersomebodytofollowtosucceed,ˁqb,ʕqb,ʕ q b,,,394,,^ ʕ q b $,default
arabic-613_heel-1,,arabic,613_heel,ˁaqib-,ʕaqib-,ʕ a q i b,,,394,,^ ʕ a q i b - $,default
geez-619_toguardtowatchtokeepsafe-1,,geez,619_toguardtowatchtokeepsafe,ˁaḳaba,ʕaqˤaba,ʕ a qˤ a b a,,,394,,^ ʕ a qˤ a b a $,default
ps-620_earofcorn-1,,ps,620_earofcorn,*šu(n)bul-at-,ʃubul-at-,ʃ u b u l a t,,,398,,^ ʃ u b u l - a t - $,default
akkadian-621_earspike-1,,akkadian,621_earspike,šubultu,ʃubultu,ʃ u b u l t u,,,398,,^ ʃ u b u l t u $,default
ugaritic-622_earspikeofcorn-1,,ugaritic,622_earspikeofcorn,šblt,ʃblt,ʃ b l t,,,398,,^ ʃ b l t $,default
hebrew-620_earofcorn-1,,hebrew,620_earofcorn,šibbōlät,ʃibboːlæt,ʃ i b b oː l æ t,,,398,,^ ʃ i b b oː l æ t $,default
syriac-623_earspikeofcorn-1,,syriac,623_earspikeofcorn,šeblā,ʃeblaː,ʃ e b l aː,,,398,,^ ʃ e b l aː $,default
arabic-620_earofcorn-1,,arabic,620_earofcorn,"sabalat-, sunbulat-",sabalat-,s a b a l a t,,,398,,^ s a b a l a t - $,default
geez-624_earofcorngrain-1,,geez,624_earofcorngrain,sabl,sabl,s a b l,,,398,,^ s a b l $,default
ps-625_straw-1,,ps,625_straw,*tibn-,tibn-,t i b n,,,399,,^ t i b n - $,default
akkadian-625_straw-1,,akkadian,625_straw,tibnu,tibnu,t i b n u,,,399,,^ t i b n u $,default
hebrew-625_straw-1,,hebrew,625_straw,täbän,tæbæn,t æ b æ n,,,399,,^ t æ b æ n $,default
syriac-625_straw-1,,syriac,625_straw,tebnā,tebnaː,t e b n aː,,,399,,^ t e b n aː $,default
arabic-625_straw-1,,arabic,625_straw,"tabn-, tibn-",tabn-,t a b n,,,399,,^ t a b n - $,default
ps-626_thistle-1,,ps,626_thistle,*dardar-,dardar-,d a r d a r,,,400,,^ d a r d a r - $,default
akkadian-627_anillsmellingthornyplant-1,,akkadian,627_anillsmellingthornyplant,daddaru,daddaru,d a d d a r u,,,400,,^ d a d d a r u $,default
hebrew-626_thistle-1,,hebrew,626_thistle,dardar,dardar,d a r d a r,,,400,,^ d a r d a r $,default
syriac-628_redstarthistle-1,,syriac,628_redstarthistle,dardrā,dardraː,d a r d r aː,,,400,,^ d a r d r aː $,default
arabic-629_elm-1,,arabic,629_elm,dardār-,dardaːr-,d a r d aː r,,,400,,^ d a r d aː r - $,default
arabic-626_thistle-1,,arabic,626_thistle,durdurin,durdurin,d u r d u r i n,,,400,,^ d u r d u r i n $,default
geez-626_thistle-1,,geez,626_thistle,dader,dader,d a d e r,,,400,,^ d a d e r $,default
geez-626_thistle-2,,geez,626_thistle,dandar,dandar,d a n d a r,,,400,,^ d a n d a r $,default
ps-630_rush-1,,ps,630_rush,*ˀašal-,ʔaʃal-,ʔ a ʃ a l,,,401,,^ ʔ a ʃ a l - $,default
akkadian-630_rush-1,,akkadian,630_rush,ašlu,aʃlu,a ʃ l u,,,401,,^ a ʃ l u $,default
arabic-630_rush-1,,arabic,630_rush,ˀasal-,ʔasal-,ʔ a s a l,,,401,,^ ʔ a s a l - $,default
ps-631_reedcane-1,,ps,631_reedcane,*ḳanay-,qˤanaj-,qˤ a n a j,,,402,,^ qˤ a n a j - $,default
akkadian-631_reedcane-1,,akkadian,631_reedcane,ḳanû,qˤanû,qˤ a n û,,,402,,^ qˤ a n û $,default
ugaritic-631_reedcane-1,,ugaritic,631_reedcane,ḳn,qˤn,qˤ n,,,402,,^ qˤ n $,default
hebrew-631_reedcane-1,,hebrew,631_reedcane,ḳānǟ,qˤaːnæː,qˤ aː n æː,,,402,,^ qˤ aː n æː $,default
syriac-631_reedcane-1,,syriac,631_reedcane,ḳanyā,qˤanjaː,qˤ a n j aː,,,402,,^ qˤ a n j aː $,default
arabic-631_reedcane-1,,arabic,631_reedcane,qanāt-,qanaːt-,q a n aː t,,,402,,^ q a n aː t - $,default
ps-632_tamarisk-1,,ps,632_tamarisk,*ˀaṯl- (*ˀiṯl-),ʔaθl-,ʔ a θ l,,,404,,^ ʔ a θ l - $,default
hebrew-632_tamarisk-1,,hebrew,632_tamarisk,ˀēšäl,ʔeːʃæl,ʔ eː ʃ æ l,,,404,,^ ʔ eː ʃ æ l $,default
arabic-632_tamarisk-1,,arabic,632_tamarisk,ˀaṯl-,ʔaθl-,ʔ a θ l,,,404,,^ ʔ a θ l - $,default
ps-633_aplant-1,,ps,633_aplant,*ḥVlp(-at)-,ħ-lp-,ħ l p,,,405,,^ ħ - l p - $,default
akkadian-630_rush-2,,akkadian,630_rush,elpetu,elpetu,e l p e t u,,,405,,^ e l p e t u $,default
arabic-634_alfa-1,,arabic,634_alfa,ḥalaf-,ħalaf-,ħ a l a f,,,405,,^ ħ a l a f - $,default
ps-635_typeofawildpumpkincolocynth-1,,ps,635_typeofawildpumpkincolocynth,*pVḳVˁ-,p-qˤ-ʕ-,p qˤ ʕ,,,406,,^ p - qˤ - ʕ - $,default
akkadian-636_colocynth-1,,akkadian,636_colocynth,peḳû,peqˤû,p e qˤ û,,,406,,^ p e qˤ û $,default
akkadian-636_colocynth-2,,akkadian,636_colocynth,peḳḳû,peqˤqˤû,p e qˤ qˤ û,,,406,,^ p e qˤ qˤ û $,default
hebrew-636_colocynth-1,,hebrew,636_colocynth,paḳḳūˁā,paqˤqˤuːʕaː,p a qˤ qˤ uː ʕ aː,,,406,,^ p a qˤ qˤ uː ʕ aː $,default
syriac-636_colocynth-1,,syriac,636_colocynth,paḳḳuˁā,paqˤqˤuʕaː,p a qˤ qˤ u ʕ aː,,,406,,^ p a qˤ qˤ u ʕ aː $,default
arabic-637_colocynthtypeofawildpumpkin-1,,arabic,637_colocynthtypeofawildpumpkin,fuqqāˁ,fuqqaːʕ,f u q q aː ʕ,,,406,,^ f u q q aː ʕ $,default
ps-638_typeofatree-1,,ps,638_typeofatree,*bay(a)n-,bajn-,b a j n,,,407,,^ b a j n - $,default
akkadian-632_tamarisk-1,,akkadian,632_tamarisk,bīnu,biːnu,b iː n u,,,407,,^ b iː n u $,default
arabic-639_moringa-1,,arabic,639_moringa,bān-,baːn-,b aː n,,,407,,^ b aː n - $,default
ps-640_athornyplant-1,,ps,640_athornyplant,*ˀaṭad-,ʔatˤad-,ʔ a tˤ a d,,,409,,^ ʔ a tˤ a d - $,default
akkadian-641_boxthornlyciumbarbarum-1,,akkadian,641_boxthornlyciumbarbarum,eṭṭettu,etˤtˤettu,e tˤ tˤ e t t u,,,409,,^ e tˤ tˤ e t t u $,default
hebrew-640_athornyplant-1,,hebrew,640_athornyplant,ˀāṭād,ʔaːtˤaːd,ʔ aː tˤ aː d,,,409,,^ ʔ aː tˤ aː d $,default
syriac-640_athornyplant-1,,syriac,640_athornyplant,ˀaṭādā,ʔatˤaːdaː,ʔ a tˤ aː d aː,,,409,,^ ʔ a tˤ aː d aː $,default
arabic-642_thornyplant-1,,arabic,642_thornyplant,ˀaṭad-,ʔatˤad-,ʔ a tˤ a d,,,409,,^ ʔ a tˤ a d - $,default
ps-643_willow-1,,ps,643_willow,*ḫilāp-,xilaːp-,x i l aː p,,,413,,^ x i l aː p - $,default
akkadian-643_willow-1,,akkadian,643_willow,ḫilēpu,xileːpu,x i l eː p u,,,413,,^ x i l eː p u $,default
syriac-643_willow-1,,syriac,643_willow,ḥellāpā,ħellaːpaː,ħ e l l aː p aː,,,413,,^ ħ e l l aː p aː $,default
arabic-643_willow-1,,arabic,643_willow,ḫilāf-,xilaːf-,x i l aː f,,,413,,^ x i l aː f - $,default
ps-644_abigpoplar-1,,ps,644_abigpoplar,*ˀayl(-ān)-,ʔajl-,ʔ a j l,,,414,,^ ʔ a j l - $,default
hebrew-645_alargetreeterebinth-1,,hebrew,645_alargetreeterebinth,ˀēlā,ʔeːlaː,ʔ eː l aː,,,414,,^ ʔ eː l aː $,default
hebrew-646_mightytree-1,,hebrew,646_mightytree,ˀayil,ʔajil,ʔ a j i l,,,414,,^ ʔ a j i l $,default
ps-647_oak-1,,ps,647_oak,*ˀall(-ān)-,ʔall-,ʔ a l l,,,415,,^ ʔ a l l - $,default
akkadian-647_oak-1,,akkadian,647_oak,allānu,allaːnu,a l l aː n u,,,415,,^ a l l aː n u $,default
hebrew-648_alargetreeoak-1,,hebrew,648_alargetreeoak,ˀēlōn,ʔeːloːn,ʔ eː l oː n,,,415,,^ ʔ eː l oː n $,default
hebrew-647_oak-1,,hebrew,647_oak,ˀallōn,ʔalloːn,ʔ a l l oː n,,,415,,^ ʔ a l l oː n $,default
arabic-649_akindoftree-1,,arabic,649_akindoftree,ˀalāˀ-,ʔalaːʔ-,ʔ a l aː ʔ,,,415,,^ ʔ a l aː ʔ - $,default
ps-650_juniper-1,,ps,650_juniper,*burāṯ-,buraːθ-,b u r aː θ,,,423,,^ b u r aː θ - $,default
akkadian-650_juniper-1,,akkadian,650_juniper,burāšu,buraːʃu,b u r aː ʃ u,,,423,,^ b u r aː ʃ u $,default
hebrew-650_juniper-1,,hebrew,650_juniper,bərōš,bəroːʃ,b ə r oː ʃ,,,423,,^ b ə r oː ʃ $,default
syriac-651_cypress-1,,syriac,651_cypress,brātā,braːtaː,b r aː t aː,,,423,,^ b r aː t aː $,default
ps-633_aplant-2,,ps,633_aplant,*ˁarˁar-,ʕarʕar-,ʕ a r ʕ a r,,,424,,^ ʕ a r ʕ a r - $,default
akkadian-652_cedar-1,,akkadian,652_cedar,erēnu,ereːnu,e r eː n u,,,424,,^ e r eː n u $,default
ugaritic-632_tamarisk-1,,ugaritic,632_tamarisk,ˁrˁr,ʕrʕr,ʕ r ʕ r,,,424,,^ ʕ r ʕ r $,default
hebrew-650_juniper-2,,hebrew,650_juniper,ˁarˁār,ʕarʕaːr,ʕ a r ʕ aː r,,,424,,^ ʕ a r ʕ aː r $,default
syriac-632_tamarisk-1,,syriac,632_tamarisk,ˁarrā,ʕarraː,ʕ a r r aː,,,424,,^ ʕ a r r aː $,default
syriac-653_resinoftamarisk-1,,syriac,653_resinoftamarisk,ˁarˁūrā,ʕarʕuːraː,ʕ a r ʕ uː r aː,,,424,,^ ʕ a r ʕ uː r aː $,default
arabic-650_juniper-1,,arabic,650_juniper,ˁarˁar-,ʕarʕar-,ʕ a r ʕ a r,,,424,,^ ʕ a r ʕ a r - $,default
ps-654_tobedeep-1,,ps,654_tobedeep,*ˁmḳ,ʕmqˤ,ʕ m qˤ,,,429,,^ ʕ m qˤ $,default
ugaritic-655_valley-1,,ugaritic,655_valley,ˁmḳ,ʕmqˤ,ʕ m qˤ,,,429,,^ ʕ m qˤ $,default
hebrew-654_tobedeep-1,,hebrew,654_tobedeep,ˁmḳ,ʕmqˤ,ʕ m qˤ,,,429,,^ ʕ m qˤ $,default
syriac-656_tobecomedeeptobesunkdown-1,,syriac,656_tobecomedeeptobesunkdown,ˁmḳ,ʕmqˤ,ʕ m qˤ,,,429,,^ ʕ m qˤ $,default
arabic-654_tobedeep-1,,arabic,654_tobedeep,ˁmq,ʕmq,ʕ m q,,,429,,^ ʕ m q $,default
geez-654_tobedeep-1,,geez,654_tobedeep,ˁamaḳa,ʕamaqˤa,ʕ a m a qˤ a,,,429,,^ ʕ a m a qˤ a $,default
ps-657_acultivatedplantshootseedgraincerealvegetable-1,,ps,657_acultivatedplantshootseedgraincerealvegetable,*bVḳl-,b-qˤl-,b qˤ l,,,434,,^ b - qˤ l - $,default
akkadian-658_malt-1,,akkadian,658_malt,buḳlu,buqˤlu,b u qˤ l u,,,434,,^ b u qˤ l u $,default
syriac-659_gardener-1,,syriac,659_gardener,buḳḳālā,buqˤqˤaːlaː,b u qˤ qˤ aː l aː,,,434,,^ b u qˤ qˤ aː l aː $,default
arabic-660_plantsthatareneithertreesnorbushesgreensvegetablesallplantsthataregatheredafterbeingsown-1,,arabic,660_plantsthatareneithertreesnorbushesgreensvegetablesallplantsthataregatheredafterbeingsown,baql-,baql-,b a q l,,,434,,^ b a q l - $,default
geez-661_plantgrassvegetation-1,,geez,661_plantgrassvegetation,baḳʷl,baqˤʷl,b a qʷˤ l,,,434,,^ b a qˤʷ l $,default
ps-662_wheat-1,,ps,662_wheat,*ḥinṭ-at-,ħintˤ-at-,ħ i n tˤ a t,,,435,,^ ħ i n tˤ - a t - $,default
akkadian-663_ediblegrainwheatorbarley-1,,akkadian,663_ediblegrainwheatorbarley,uṭṭetu,utˤtˤetu,u tˤ tˤ e t u,,,435,,^ u tˤ tˤ e t u $,default
ugaritic-662_wheat-1,,ugaritic,662_wheat,ḥṭt,ħtˤt,ħ tˤ t,,,435,,^ ħ tˤ t $,default
hebrew-662_wheat-1,,hebrew,662_wheat,ḥiṭṭā,ħitˤtˤaː,ħ i tˤ tˤ aː,,,435,,^ ħ i tˤ tˤ aː $,default
syriac-662_wheat-1,,syriac,662_wheat,ḥeṭṭətā,ħetˤtˤətaː,ħ e tˤ tˤ ə t aː,,,435,,^ ħ e tˤ tˤ ə t aː $,default
arabic-662_wheat-1,,arabic,662_wheat,ḥinṭat-,ħintˤat-,ħ i n tˤ a t,,,435,,^ ħ i n tˤ a t - $,default
geez-664_grainseed-1,,geez,664_grainseed,"ḫəṭṭat, ḥəṭṭat",xətˤtˤat,x ə tˤ tˤ a t,,,435,,^ x ə tˤ tˤ a t $,default
ps-665_totearout-1,,ps,665_totearout,*ḫlš,xlʃ,x l ʃ,,,472,,^ x l ʃ $,default
akkadian-666_toscrapeoff-1,,akkadian,666_toscrapeoff,ḫalāšu,xalaːʃu,x a l aː ʃ u,,,472,,^ x a l aː ʃ u $,default
hebrew-667_todefeat-1,,hebrew,667_todefeat,ḥlš,ħlʃ,ħ l ʃ,,,472,,^ ħ l ʃ $,default
arabic-668_toseizetocarryoffbyforcetotakehastilytosnatchaway-1,,arabic,668_toseizetocarryoffbyforcetotakehastilytosnatchaway,ḫls,xls,x l s,,,472,,^ x l s $,default
ps-669_garlic-1,,ps,669_garlic,*ṯūm-,θuːm-,θ uː m,,,475,,^ θ uː m - $,default
akkadian-669_garlic-1,,akkadian,669_garlic,šūmū,ʃuːmuː,ʃ uː m uː,,,475,,^ ʃ uː m uː $,default
hebrew-669_garlic-1,,hebrew,669_garlic,šūm,ʃuːm,ʃ uː m,,,475,,^ ʃ uː m $,default
syriac-669_garlic-1,,syriac,669_garlic,tūmā,tuːmaː,t uː m aː,,,475,,^ t uː m aː $,default
arabic-669_garlic-1,,arabic,669_garlic,ṯūm-,θuːm-,θ uː m,,,475,,^ θ uː m - $,default
geez-669_garlic-1,,geez,669_garlic,"som, somat",som,s o m,,,475,,^ s o m $,default
ps-670_leek-1,,ps,670_leek,*karaṯ-,karaθ-,k a r a θ,,,477,,^ k a r a θ - $,default
akkadian-671_analliaceousplant-1,,akkadian,671_analliaceousplant,giršānu,girʃaːnu,g i r ʃ aː n u,,,477,,^ g i r ʃ aː n u $,default
akkadian-670_leek-1,,akkadian,670_leek,karašu,karaʃu,k a r a ʃ u,,,477,,^ k a r a ʃ u $,default
hebrew-670_leek-1,,hebrew,670_leek,kārēšā,kaːreːʃaː,k aː r eː ʃ aː,,,477,,^ k aː r eː ʃ aː $,default
syriac-670_leek-1,,syriac,670_leek,karrātā,karraːtaː,k a r r aː t aː,,,477,,^ k a r r aː t aː $,default
arabic-670_leek-1,,arabic,670_leek,"karāṯ-, karrāṯ-, kurrāṯ-",karaːθ-,k a r aː θ,,,477,,^ k a r aː θ - $,default
ps-672_aplantbelongingtocucurbits-1,,ps,672_aplantbelongingtocucurbits,*ḳVṯ(ṯ)Vˀ-,qˤ-θ-ʔ-,qˤ θ ʔ,,,478,,^ qˤ - θ - ʔ - $,default
akkadian-673_melongourdcucumberamemberofthegenuscucurbitaceae-1,,akkadian,673_melongourdcucumberamemberofthegenuscucurbitaceae,ḳiššû,qˤiʃʃû,qˤ i ʃ ʃ û,,,478,,^ qˤ i ʃ ʃ û $,default
hebrew-672_aplantbelongingtocucurbits-1,,hebrew,672_aplantbelongingtocucurbits,ḳiššūˀīm,qˤiʃʃuːʔiːm,qˤ i ʃ ʃ uː ʔ iː m,,,478,,^ qˤ i ʃ ʃ uː ʔ iː m $,default
syriac-674_commoncucumber-1,,syriac,674_commoncucumber,ḳaṭṭūtā,qˤatˤtˤuːtaː,qˤ a tˤ tˤ uː t aː,,,478,,^ qˤ a tˤ tˤ uː t aː $,default
arabic-675_aplantbelongingtocucurbits-1,,arabic,675_aplantbelongingtocucurbits,"qiṯṯāˀ-, quṯṯāˀ-",qiθθaːʔ-,q i θ θ aː ʔ,,,478,,^ q i θ θ aː ʔ - $,default
geez-672_aplantbelongingtocucurbits-1,,geez,672_aplantbelongingtocucurbits,ḳʷəsyāt,qˤʷəsjaːt,qʷˤ ə s j aː t,,,478,,^ qˤʷ ə s j aː t $,default
ps-676_almondtreealmond-1,,ps,676_almondtreealmond,*ṯaḳid-,θaqˤid-,θ a qˤ i d,,,479,,^ θ a qˤ i d - $,default
akkadian-676_almondtreealmond-1,,akkadian,676_almondtreealmond,šiḳdu,ʃiqˤdu,ʃ i qˤ d u,,,479,,^ ʃ i qˤ d u $,default
ugaritic-676_almondtreealmond-1,,ugaritic,676_almondtreealmond,ṯḳd,θqˤd,θ qˤ d,,,479,,^ θ qˤ d $,default
hebrew-676_almondtreealmond-1,,hebrew,676_almondtreealmond,šāḳēd,ʃaːqˤeːd,ʃ aː qˤ eː d,,,479,,^ ʃ aː qˤ eː d $,default
syriac-676_almondtreealmond-1,,syriac,676_almondtreealmond,šegdtā,ʃegdtaː,ʃ e g d t aː,,,479,,^ ʃ e g d t aː $,default
ps-677_figfigtree-1,,ps,677_figfigtree,*tiˀin(-at)-,tiʔin-,t i ʔ i n,,,480,,^ t i ʔ i n - $,default
akkadian-678_figtreefig-1,,akkadian,678_figtreefig,tittu,tittu,t i t t u,,,480,,^ t i t t u $,default
hebrew-677_figfigtree-1,,hebrew,677_figfigtree,təˀēnā,təʔeːnaː,t ə ʔ eː n aː,,,480,,^ t ə ʔ eː n aː $,default
syriac-677_figfigtree-1,,syriac,677_figfigtree,tettā,tettaː,t e t t aː,,,480,,^ t e t t aː $,default
arabic-677_figfigtree-1,,arabic,677_figfigtree,tīn-,tiːn-,t iː n,,,480,,^ t iː n - $,default
ps-679_jackal-1,,ps,679_jackal,*ˀVwVy-,ʔ-w-j-,ʔ w j,,,481,,^ ʔ - w - j - $,default
hebrew-679_jackal-1,,hebrew,679_jackal,ˀī (only in the pl. ˀiyyīm),ʔiː,ʔ iː,,,481,,^ ʔ iː $,default
syriac-680_jackalsgoldengods-1,,syriac,680_jackalsgoldengods,bnāt ˀāway,bnaːt,b n aː t,,,481,,^ b n aː t $,default
arabic-681_plbanatuawanjackal-1,,arabic,681_plbanatuawanjackal,ˀibnu ˀāwan,ʔibnu,ʔ i b n u,,,481,,^ ʔ i b n u $,default
ps-682_datepalm-1,,ps,682_datepalm,*tamar-/*tamr-,tamar-,t a m a r,,,483,,^ t a m a r - $,default
hebrew-682_datepalm-1,,hebrew,682_datepalm,tāmār,taːmaːr,t aː m aː r,,,483,,^ t aː m aː r $,default
arabic-683_datesfruitofpalm-1,,arabic,683_datesfruitofpalm,tamr-,tamr-,t a m r,,,483,,^ t a m r - $,default
geez-682_datepalm-1,,geez,682_datepalm,"tamr, tamart",tamr,t a m r,,,483,,^ t a m r $,default
ps-684_treetrunk-1,,ps,684_treetrunk,*gapn-,gapn-,g a p n,,,484,,^ g a p n - $,default
akkadian-685_bushfruittreevine-1,,akkadian,685_bushfruittreevine,gapnu/gupnu,gapnu,g a p n u,,,484,,^ g a p n u $,default
ps-686_fruit-1,,ps,686_fruit,*ˁinab-,ʕinab-,ʕ i n a b,,,485,,^ ʕ i n a b - $,default
akkadian-686_fruit-1,,akkadian,686_fruit,inbu,inbu,i n b u,,,485,,^ i n b u $,default
ps-687_clusterbunchofgrapesetc-1,,ps,687_clusterbunchofgrapesetc,*ˀVṯkāl-,ʔ-θkaːl-,ʔ θ k aː l,,,487,,^ ʔ - θ k aː l - $,default
ugaritic-688_bunchofgrapes-1,,ugaritic,688_bunchofgrapes,ˀuṯkl,ʔuθkl,ʔ u θ k l,,,487,,^ ʔ u θ k l $,default
hebrew-688_bunchofgrapes-1,,hebrew,688_bunchofgrapes,ˀäškōl,ʔæʃkoːl,ʔ æ ʃ k oː l,,,487,,^ ʔ æ ʃ k oː l $,default
arabic-688_bunchofgrapes-1,,arabic,688_bunchofgrapes,ˀiṯkāl-,ʔiθkaːl-,ʔ i θ k aː l,,,487,,^ ʔ i θ k aː l - $,default
geez-688_bunchofgrapes-1,,geez,688_bunchofgrapes,ˀaskāl,ʔaskaːl,ʔ a s k aː l,,,487,,^ ʔ a s k aː l $,default
ps-689_father-1,,ps,689_father,*ˀab-,ʔab-,ʔ a b,,,489,,^ ʔ a b - $,default
akkadian-689_father-1,,akkadian,689_father,abu,abu,a b u,,,489,,^ a b u $,default
ugaritic-689_father-1,,ugaritic,689_father,ˀab,ʔab,ʔ a b,,,489,,^ ʔ a b $,default
hebrew-689_father-1,,hebrew,689_father,ˀāb,ʔaːb,ʔ aː b,,,489,,^ ʔ aː b $,default
syriac-689_father-1,,syriac,689_father,ˀabbā,ʔabbaː,ʔ a b b aː,,,489,,^ ʔ a b b aː $,default
arabic-689_father-1,,arabic,689_father,ˀab-,ʔab-,ʔ a b,,,489,,^ ʔ a b - $,default
geez-689_father-1,,geez,689_father,ˀab,ʔab,ʔ a b,,,489,,^ ʔ a b $,default
ps-690_mother-1,,ps,690_mother,*ˀimm-,ʔimm-,ʔ i m m,,,490,,^ ʔ i m m - $,default
akkadian-690_mother-1,,akkadian,690_mother,ummu,ummu,u m m u,,,490,,^ u m m u $,default
ugaritic-690_mother-1,,ugaritic,690_mother,ˀum,ʔum,ʔ u m,,,490,,^ ʔ u m $,default
hebrew-690_mother-1,,hebrew,690_mother,ˀēm,ʔeːm,ʔ eː m,,,490,,^ ʔ eː m $,default
syriac-690_mother-1,,syriac,690_mother,ˀemmā,ʔemmaː,ʔ e m m aː,,,490,,^ ʔ e m m aː $,default
arabic-690_mother-1,,arabic,690_mother,ˀumm-,ʔumm-,ʔ u m m,,,490,,^ ʔ u m m - $,default
geez-690_mother-1,,geez,690_mother,ˀəmm,ʔəmm,ʔ ə m m,,,490,,^ ʔ ə m m $,default
ps-691_brother-1,,ps,691_brother,*ˀaḫ-,ʔax-,ʔ a x,,,491,,^ ʔ a x - $,default
akkadian-691_brother-1,,akkadian,691_brother,aḫu,axu,a x u,,,491,,^ a x u $,default
ugaritic-691_brother-1,,ugaritic,691_brother,ˀaḫ,ʔax,ʔ a x,,,491,,^ ʔ a x $,default
hebrew-691_brother-1,,hebrew,691_brother,ˀāḥ,ʔaːħ,ʔ aː ħ,,,491,,^ ʔ aː ħ $,default
syriac-691_brother-1,,syriac,691_brother,ˀaḥḥā,ʔaħħaː,ʔ a ħ ħ aː,,,491,,^ ʔ a ħ ħ aː $,default
arabic-691_brother-1,,arabic,691_brother,ˀaḫ-,ʔax-,ʔ a x,,,491,,^ ʔ a x - $,default
geez-691_brother-1,,geez,691_brother,ˀəḫw,ʔəxw,ʔ ə x w,,,491,,^ ʔ ə x w $,default
ps-692_sister-1,,ps,692_sister,*ˀaḫ-āt-,ʔax-aːt-,ʔ a x aː t,,,492,,^ ʔ a x - aː t - $,default
akkadian-692_sister-1,,akkadian,692_sister,aḫātu,axaːtu,a x aː t u,,,492,,^ a x aː t u $,default
ugaritic-692_sister-1,,ugaritic,692_sister,ˀaḫt,ʔaxt,ʔ a x t,,,492,,^ ʔ a x t $,default
hebrew-692_sister-1,,hebrew,692_sister,ˀāḥōt,ʔaːħoːt,ʔ aː ħ oː t,,,492,,^ ʔ aː ħ oː t $,default
syriac-692_sister-1,,syriac,692_sister,ḥātā,ħaːtaː,ħ aː t aː,,,492,,^ ħ aː t aː $,default
arabic-692_sister-1,,arabic,692_sister,ˀuḫt-,ʔuxt-,ʔ u x t,,,492,,^ ʔ u x t - $,default
geez-692_sister-1,,geez,692_sister,ˀəḫət,ʔəxət,ʔ ə x ə t,,,492,,^ ʔ ə x ə t $,default
ps-693_goose-1,,ps,693_goose,"*ˀa/iw(a)z-, *waz(z)-",ʔa,ʔ a,,,493,,^ ʔ a $,default
akkadian-694_duck-1,,akkadian,694_duck,ūsu,uːsu,uː s u,,,493,,^ uː s u $,default
ugaritic-693_goose-1,,ugaritic,693_goose,ˀuz,ʔuz,ʔ u z,,,493,,^ ʔ u z $,default
syriac-693_goose-1,,syriac,693_goose,"wazzā, wāzā",wazzaː,w a z z aː,,,493,,^ w a z z aː $,default
arabic-693_goose-1,,arabic,693_goose,ˀiwazz-,ʔiwazz-,ʔ i w a z z,,,493,,^ ʔ i w a z z - $,default
geez-693_goose-1,,geez,693_goose,zǝy,zǝj,z ə j,,,493,,^ z ǝ j $,default
ps-695_ram-1,,ps,695_ram,"*ˀayl-, *ˀVl-",ʔajl-,ʔ a j l,,,495,,^ ʔ a j l - $,default
akkadian-696_afinebreedofsheep-1,,akkadian,696_afinebreedofsheep,alu,alu,a l u,,,495,,^ a l u $,default
ugaritic-697_ramofsuperiorquality-1,,ugaritic,697_ramofsuperiorquality,"ˀal, ˀil",ʔal,ʔ a l,,,495,,^ ʔ a l $,default
hebrew-695_ram-1,,hebrew,695_ram,ˀayil,ʔajil,ʔ a j i l,,,495,,^ ʔ a j i l $,default
ps-698_stagdeer-1,,ps,698_stagdeer,*ˀayyal-,ʔajjal-,ʔ a j j a l,,,496,,^ ʔ a j j a l - $,default
akkadian-698_stagdeer-1,,akkadian,698_stagdeer,ayalu,ajalu,a j a l u,,,496,,^ a j a l u $,default
ugaritic-699_deer-1,,ugaritic,699_deer,ˀayl,ʔajl,ʔ a j l,,,496,,^ ʔ a j l $,default
hebrew-700_fallowdeer-1,,hebrew,700_fallowdeer,ˀayyāl-,ʔajjaːl-,ʔ a j j aː l,,,496,,^ ʔ a j j aː l - $,default
hebrew-701_doeofafallowdeer-1,,hebrew,701_doeofafallowdeer,ˀayyālā,ʔajjaːlaː,ʔ a j j aː l aː,,,496,,^ ʔ a j j aː l aː $,default
